Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/12/2022,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),Latest Reported Industry Type (sectors),2021 Total reported direct emissions,2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
1002152,110000481274,PROCTER & GAMBLE PAPER PRODUCTS,OXNARD,CA,93030,800 N. RICE AVE.,VENTURA COUNTY,34.21,-119.14,322121,C,Pulp and Paper,299987.02,313164.42,311944.476,315690.06,313980.468,302449.212,309062.836,313790.768,324378.728,330480.604,331942.208
1002111,110043810043,PROCTER & GAMBLE PAPER PRODUCTS CO,GREEN BAY,WI,54302,501 EASTMAN AVENUE,BROWN COUNTY,44.52,-88.00,322121,C,Pulp and Paper,192009.728,198458.452,174857.692,168118.516,175209.94,185920.44,251542.424,220227.796,226449.496,222125.764,327819.932
1002674,110070081837,PROCTER & GAMBLE PAPER PRODUCTS CO,JACKSON,MO,63755,14484 STATE HIGHWAY 177,CAPE GIRARDEAU COUNTY,37.48,-89.51,322121,C,Pulp and Paper,158219.904,171186.656,158488.904,144356.556,148704.34,141164.568,136714.336,134395.644,135987.988,128256.62,143168.26
1005197,110009989904,PROGRESS RAIL LOCOMOTIVE INC,MCCOOK,IL,60525,9301 WEST 55TH STREET,COOK COUNTY,41.79,-87.85,336510,C,Other,15077.22,21236.258,23092.292,20180.59,23444.63,25014.926,24214.684,24168.07,25323.588,31721.822,30426.964
1004190,110000374283,PROTEIN TECHNOLOGIES INTERN.,MEMPHIS,TN,38141,4272 SOUTH MENDENHALL ROAD,SHELBY COUNTY,35.03,-89.88,311224,C,Other,135673.14,130112.836,94246.478,98966.454,96546.73,96809.694,87448.15,94483.638,84401.864,90744.112,93024.394
1005867,110000598531,PRYOR CHEMICAL COMPANY,PRYOR,OK,74361,4463 HUNT STREET,MAYES COUNTY,36.24,-95.28,325311,"C,G,PP,V","Chemicals,Suppliers of CO2",304748.04,384391.312,291045.292,342236.22,258400.008,330769.71,281294.018,293730.514,193318.7,269185.36,317761.46
1002615,110004751108,PRYOR SOLAE,PRYOR,OK,74361,5532 Hunt Street,MAYES COUNTY,36.23,-95.28,311224,C,Other,122537.718,118162.424,113159.632,113152.23,114826.05,112604.192,105389.3,112572.594,109523.92,108961.156,107149.406
1000001,110000490166,PSE Ferndale Generating Station,FERNDALE,WA,98248,5105 LAKE TERRELL ROAD,WHATCOM COUNTY,48.83,-122.69,221112,D,Power Plants,637259.64,509154.612,478279.876,302529.48,350890.1,354145.488,405725.952,333193.564,395314.784,14719.108,35878.164
1002817,110071161493,PUBLIC SERVICE CO DENVER STEAM PLT,DENVER,CO,80202,1875 DELGANY STREET (19TH AND DELGANY),DENVER COUNTY,39.75,-105.00,221330,C,Power Plants,68392.444,69990.188,67453.094,44715.132,56411.888,57940.332,61067.62,64159.56,64007.456,59604.476,62085.816
1003199,110043783983,PUENTE HILLS LANDFILL AND ENERGY RECOVERY,WHITTIER,CA,90601,2800 S WORKMAN MILL ROAD,LOS ANGELES COUNTY,34.02,-118.03,562212,"C,HH",Waste,67764.744,69628.454,67757.384,75576.758,77408.632,94867.168,334511.324,126594.276,273833.34,431839.55,431507.498
1004176,110009513133,PUGET POWER ENERGY-WHITEHORN GEN.STATION,BLAINE,WA,98230,4930 BROWN RD.,WHATCOM COUNTY,48.89,-122.75,221112,C,Power Plants,13887.148,4654.228,6838.368,44530.632,67424.028,44949.528,37884.2,29472.332,28668.85,27310.482,19417.54
1004367,110056580481,PUGET SOUND ENERGY - SUMAS,SUMAS,WA,98295,1340 THOMPSON LANE,WHATCOM COUNTY,48.99,-122.27,221112,D,Power Plants,246884.736,226355.112,227714.256,131165.864,125472.936,192574.036,282703.152,209202.024,250237.896,106647.404,82301.896
1003828,110013962168,PULASKI CITY LANDFILL,PULASKI,TN,38478,698 MAXWELL HILL RD,GILES,35.22,-87.02,562212,HH,Waste,,,,,,,,,,5514,6961
1000387,110000554301,PURSUE ENERGY CORPORATION THOMASVILLE GAS PLANT,BRANDON,MS,39042,2173 SHELL OIL ROAD,RANKIN COUNTY,32.16,-89.98,211111,C,Petroleum and Natural Gas Systems,,,,,,32870.276,42558.24,41080.096,40554.748,38810.004,38918.604
1006049,110013932414,PUTNAM COUNTY CENTRAL LANDFILL,PALATKA,FL,32177,140 COUNTY LANDFILL ROAD,PUTNAM COUNTY,29.72,-81.67,562212,HH,Waste,89858,79995.25,75195,74279.25,73449,73091.75,72259.25,71490.25,70362.25,69861.5,69135.5
1005207,110000465862,PYCO INDUSTRIES AVENUE A FACILITY,LUBBOCK,TX,79404,2901 AVENUE A,LUBBOCK COUNTY,33.57,-101.84,311224,C,Other,25410.904,25983.652,29477.74,22829.064,22552.616,23010.964,28622.6,26611.4,27679.9,26473.1,26755.9
1004905,110071160096,Pacific Coast Energy Company LP,Orcutt,CA,93455,1555 Orcutt Hill Road,SANTA BARBARA COUNTY,34.84,-120.39,211120,W-ONSH,Petroleum and Natural Gas Systems,,,,,,,,,61737.168,49202.864,38385.956
1003282,110000448329,"Pacific Ethanol Aurora East, LLC",AURORA,NE,68818,1205 S. RD. O,HAMILTON COUNTY,40.87,-98.04,325193,C,Other,,,,,,,64162.008,32197.228,,29867.936,51831.964
1007867,110017418338,Packaging Corporation of America,COUNCE,TN,38326,HWY 57,Hardin,35.04,-88.27,322130,"AA,C,TT","Pulp and Paper,Waste",352619.51,320738.862,300179.812,309068.622,328805.508,310249.09,271719.296,259599.244,285743.94,295152.728,340132.926
1004260,110038104654,Pactiv LLC,BOLINGBROOK,IL,60440,460 GIBRALTER DR,WILL COUNTY,41.69,-88.05,326140,C,Other,,,,5250.38,23042.564,24533.208,30954.584,28956.14,33549.324,33798.472,36666.812
1001585,110041119580,Paddys Run,Louisville,KY,40211,4512 Bells Lane,JEFFERSON COUNTY,38.21,-85.85,221112,"C,D",Power Plants,23221.664,20095.676,38187.308,50813.312,37286.612,48904.72,90303.016,54077.848,15688.344,29908.888,16202.74
1000502,110040573484,Paducah Power Systems Plant 1,PADUCAH,KY,42003,4801 SCHNEIDMAN ROAD,Mccracken,37.03,-88.62,221112,D,Power Plants,,,,,,,10253.712,4001.084,4294.684,5379.532,17188.936
1004803,110043812078,Palailai Landfill,Kapolei,HI,96707,91-402 Farrington Highway,HONOLULU COUNTY,21.35,-158.06,562212,"C,HH",Waste,29416.55,30159.15,31336.4,34682.3,39519.25,37858,32700.45,34239.15,35355.95,44615.05,47447.55
1007820,110063281354,Palm Beach Renewable Energy Park (PBREP),WEST PALM BEACH,FL,33412,7501 N. JOG ROAD,PALM BEACH COUNTY,26.79,-80.14,562212,"C,HH",Waste,1013387.058,1032673.33,1023307.378,893597.394,964593.288,944928.15,784070.116,612910.856,559561.056,409651.944,376030.982
1011278,110046491827,Palo Duro Gas Processing Facility,Loving,NM,88256,827 Bounds Road,EDDY COUNTY,32.26,-104.14,211111,"C,W-PROC",Petroleum and Natural Gas Systems,,,,,,8853.634,12385.136,18256.632,27678.62,,
1000410,110045402079,Palomar Energy Center,ESCONDIDO,CA,92029,2300 Harveson Place,San Diego,33.12,-117.12,221112,D,Power Plants,704747.788,787210.332,464930.128,752157.216,979094.772,891515.796,1151923.632,990689.728,1431209.996,1062639.412,835634.852
1011453,110071161601,"Panda Sherman Power, LLC",Sherman,TX,75092,510 Progress Dr,GRAYSON COUNTY,33.58,-96.62,221112,"C,D",Power Plants,909829.428,1033517.32,1267105.552,1495026.808,1204725.184,1299178.676,1310393.844,605960.404,,,
1011554,110057120217,Panda Temple Power Station,Temple,TX,76501,2892 Panda Drive,BELL COUNTY,31.06,-97.32,221112,"C,D",Power Plants,2447615.428,2327650.672,1981611.356,2339545.58,1405672.348,1847198.304,2699137.6,740208.508,,,
1000546,110071161134,Panoche Energy Center,FIRBAUGH,CA,93662,43883 WEST PANOCHE ROAD,Fresno,36.65,-120.58,221112,D,Power Plants,336712.604,279892.464,322670.952,311038.2,273687.236,189380.648,434853.288,372974.268,176203.296,154994.676,164746.94
1003287,110071159473,Panola Compressor Station,Carthage,TX,75633,,PANOLA COUNTY,32.21,-94.15,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,53937.556,65352.116,66241.102,28508.294,9923.526,39300.962,45402.642,58406.686,69625.594,71783.436,52151.958
1001252,110030471610,Panther Creek Energy Facility,NESQUEHONING,PA,18240,4 DENNISON ROAD,Carbon,40.86,-75.88,221112,C,Power Plants,186379.648,65110.904,129170.546,198084.566,123374.854,185932.964,716391.504,898681.092,868957.2,919378.01,969794.53
1013957,110070876469,Panther Creek Processing Facility,Coalgate,OK,74538,16322 CR 3840,COAL COUNTY,34.65,-96.17,211130,"C,W-PROC",Petroleum and Natural Gas Systems,54468.41,36246.394,,,,,,,,,
1012901,110071162527,Panther Gas Plant,Rankin,TX,79778,,UPTON COUNTY,31.64,-102.19,211130,"C,W-PROC",Petroleum and Natural Gas Systems,140291.482,150847.638,57496.822,91678.052,77098.094,,,,,,
1013281,110000486304,Par West Refinery,Kapolei,HI,96707,"91-480 Malakole Street, Bldg. CCB",HONOLULU COUNTY,21.31,-158.11,324110,"C,P,Y","Chemicals,Refineries",2157.56,89481.006,206334.606,344651.54,,,,,,,
1005830,110071161620,Paradise,DRAKESBORO,KY,42337,13246 STATE ROUTE 176/STE 10,Muhlenberg,37.26,-86.98,221112,"C,D",Power Plants,2477875.943,3017173.272,5240698.076,6557164.574,4367192.026,10398791.14,12061521.43,13668090.29,12072934.21,14930316.8,12434526.2
1004598,110054196142,Paradise Compressor Station,Boulder,WY,82941,,SUBLETTE,42.68,-109.81,211111,C,Petroleum and Natural Gas Systems,,,,,,,97080.44,95386.644,92234.304,100304.976,98967.276
1010173,110055519657,Paradise Mine,Bremen,KY,42325,297-A State Route 2551,MUHLENBERG COUNTY,37.35,-87.24,212112,FF,Other,,,139633.5,212154.25,84461.75,183476.75,230276.25,133221.648,128098,60280.75,96844.25
1001108,110032904560,Paris,UNION GROVE,WI,53182,335 NORTH 172ND AVE,Kenosha,42.67,-88.01,221112,"C,D",Power Plants,115053.134,49029.216,68912.994,70047.264,82836.492,122327.698,93320.604,16515.436,23950.412,91704.16,8833.668
1000472,110028042516,Paris Energy Center,PARIS,TX,75460,301 LAKE CROOK ROAD,Lamar,33.70,-95.56,221112,D,Power Plants,270291.848,187527.004,226033.112,225041.716,118360.812,188933.1,250555.772,237430.02,152267.436,201007.656,187998.404
1007853,110070357534,Paris Landfill,Powderly,TX,75473,3100 Country Road 33900,LAMAR COUNTY,33.78,-95.57,562212,HH,Waste,28668.25,33496.25,45920,43625.25,48683.5,56923.55,54206.05,58224.55,69120.894,38950.78663,77595.895
1007167,110040495844,Parkway Mine,Central City,KY,42330,2800 River Haul Road,MUHLENBERG COUNTY,37.29,-87.05,212112,FF,Other,,,,,,43652.5,40966.75,52369,32805.75,21619,20541.75
1011206,110058239552,Parkwood Mine,Shelocta,PA,15774,785 Overview Drive,INDIANA COUNTY,40.66,-79.32,212112,FF,Other,,,12092.5,10627.5,12105,13490,25460,19110,18100,,
1010572,110055521225,Parrot Compressor Station,Fort Worth,TX,76118,7092 Enterprise Ave.,TARRANT,32.79,-97.23,211111,C,Petroleum and Natural Gas Systems,,,,,,,26238.652,27151.648,26662.9,27479.9,
1009064,110071160421,Pasadena Plant,Pasadena,TX,77503,3003 State Highway 225,HARRIS COUNTY,29.69,-95.16,325199,C,Chemicals,57882.932,57077.636,46294.374,47045.472,48023.966,45202.95,42585.006,39647.458,37673.508,33072.9,35573.28
1001300,110071160495,Pasadena Power Plant,PASADENA,TX,77506,955 PHILLIPS ROAD,Harris,29.72,-95.18,221112,"C,D",Power Plants,1504632.32,1553337.04,1642391.464,1528983.032,1545099.672,1835925.844,1801784.872,1589380.912,1559662.22,1765872.804,1509159.756
1014138,,Pasadena Products Terminal,Pasadena,TX,77506,233 North Phillips Co Road,,29.71,-95.18,424710,C,Petroleum and Natural Gas Systems,37712.594,,,,,,,,,,
1000133,110012236507,Pastoria Energy Facility,LEBEC,CA,93243,39789 EDMONSTON PUMPING PLANT,Kern,34.96,-118.84,221112,D,Power Plants,1775142.816,1808064.148,1607859.352,1672518.2,1496878.636,1688114.164,1836699.412,1943379.504,1907996.092,1663796.684,1137288.684
1001771,110000586401,Patheon Manufacturing Services LLC,GREENVILLE,NC,27834,5900 NORTHWEST GREENVILLE BOULEVARD,PITT COUNTY,35.66,-77.36,325412,C,Chemicals,26942.232,25749.852,36276.108,35895.198,38902.08,37152.536,38598.126,37422.728,34469.272,34818.206,35494.554
1001866,110071161803,Patrick Draw Gas Plant,Green River,WY,82935,,SWEETWATER COUNTY,41.58,-108.52,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,135701.588,151451.656,156195.444,161069.032,172223.198,209001.068,212087.856,209674.156,170043.486,162332.572
1007844,110022294569,Paulsboro Refining Company LLC,PAULSBORO,NJ,08066,800 BILLINGSPORT ROAD,Gloucester,39.84,-75.26,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",659694.656,1358697.992,1652117.758,1707061.29,1788788.68,1717020.302,1709216.416,1707643.252,1713391.346,1681166.56,1690706.54
1001048,110000600234,Pawnee,Brush,CO,80723,14940 County Road 24,Morgan,40.22,-103.68,221112,"C,D",Power Plants,3182032.776,3512626.218,2813712.474,3655730.364,3991798.506,3107577.212,4119009.472,3073710.384,3315707.298,3394183.798,3056591.844
1001266,110028052185,"Pawtucket Power Associates, LP",PAWTUCKET,RI,02860,181 CONCORD ST,Providence,41.86,-71.41,221112,"C,D",Power Plants,,,,,,,,2696.54,540.548,3230.688,11445.298
1007938,110043792367,Pear Tree Compressor Station,Pangburn,AR,72121,280 Snowden Rd,WHITE,35.37,-91.79,211111,C,Petroleum and Natural Gas Systems,,,,,,,21366.02,28553.092,37032.86,36467.412,34890.568
1010833,110056382310,Pearl Compressor Station,Greenfield,OK,73043,"35.7263, -98.5038",BLAINE COUNTY,35.73,-98.37,211111,C,Petroleum and Natural Gas Systems,,,,,,,12696.952,1420.644,21798.22,32761.38,
1003151,110000323070,Pearl River Campus,PEARL RIVER,NY,10965,401 NORTH MIDDLETOWN ROAD,ROCKLAND COUNTY,41.08,-74.02,531120,C,Other,98178.53,90020.458,77532.388,93172.934,94976.826,117361.35,127232.598,119965.902,125204.926,106642.896,107164.108
1010424,110070054365,Pechanga Resort and Casino,Temecula,CA,92593,45000 Pechanga Parkway,RIVERSIDE COUNTY,33.45,-117.10,721120,C,Other,4220.984,23811.06,24737.808,25658.752,22694.764,22842.864,24299.408,24353.008,25117.356,,
1010046,110055518961,Peco Foods Inc,Sebastopol,MS,39359,15292 Highway 21 South,SCOTT COUNTY,32.57,-89.32,311615,"C,II","Other,Waste",28601.528,29740.128,22687.498,29128.296,39808.448,14967.998,35044.646,30794.926,23854.824,49161.572,45585.262
1014021,110067415899,"Peco Foods, Inc.",Pocahontas,AR,72455,4114 Hwy 67 South,RANDOLPH COUNTY,36.22,-90.96,311615,"C,II","Other,Waste",67787.194,87368.842,59731.942,28468.342,,,,,,,
1013079,110071161826,Pecos Bend Gas Processing Plant,Pecos,TX,79772,,REEVES COUNTY,31.50,-103.53,211130,"C,W-PROC",Petroleum and Natural Gas Systems,207472.994,180942.588,371042.462,116184.75,58287.958,,,,,,
1014335,110069291938,Pecos Gas Plant,Orla,TX,79770,5059 FM 652,LOVING COUNTY,31.88,-103.81,211130,"C,W-PROC",Petroleum and Natural Gas Systems,26589.794,,,,,,,,,,
1011930,110067409138,Pecos Gas Processing Plant,Pecos,TX,79772,473 CR 118,REEVES COUNTY,31.39,-103.49,211130,"C,W-PROC",Petroleum and Natural Gas Systems,101307.664,101410.552,115457.47,112713.426,48839.518,48745.168,52294.61,,,,
1013681,110070716000,Pecos River Compressor Station,Sonora,TX,76950,20358 Highway 277 South,SUTTON COUNTY,30.30,-100.64,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,26950.608,28125.204,27430.156,,,,,,,,
1001202,110071160211,Pedricktown Cogeneration Plant,PEDRICKTOWN,NJ,08067,143 HIGHWAY 130,Salem,39.77,-75.42,221112,"C,D",Power Plants,23518.708,29763.94,3539.834,23795.1,24706.8,80422.498,124789.238,105375.05,146147.208,189688.996,93648.294
1010193,110071159437,Peerless,Comfort,WV,25049,235 Joes Branch Road,BOONE COUNTY,38.11,-81.57,212112,FF,Other,55956.5,27994.25,8419.25,25181.75,5850.75,21497.5,22947.75,14087.5,17922.5,,
1003185,110043792376,Pelican Processing Plant,Patterson,LA,70392,3609 Hwy 90 W Lot 1,ST. MARY PARISH,29.71,-91.31,211130,"C,W-PROC",Petroleum and Natural Gas Systems,,4395.488,12652.962,12672.708,31932.75,20043.136,34865.224,27448.812,35293.886,43250.31,7066.894
1007262,110070090716,"Pelican Renewables, LLC",STOCKTON,CA,95206,3028 NAVY DRIVE,SAN JOAQUIN COUNTY,37.94,-121.34,325193,"C,PP","Other,Suppliers of CO2",0.2,8994.016,62469.364,63066.212,58890.328,49910.112,58455.08,67738.644,58630.88,56989.636,62668.064
1001567,110013337095,Pella,PELLA,IA,50219,519 OSKALOOSA,Marion,41.40,-92.91,221112,"C,D",Power Plants,,,,,,,,,,34474.354,82048.464
1011558,110071161542,Pembrook Gas Plant,MIDKIFF,TX,79755,1500 CR 135,UPTON COUNTY,31.63,-101.84,211130,"C,W-PROC",Petroleum and Natural Gas Systems,206809.354,234018.932,178183.7739,,,,31412.532,28992.24,,,
1001751,110012296746,Penn State - University Park,University Park,PA,16802,101P Physical Plant Building,CENTRE COUNTY,40.82,-77.86,611310,C,Other,107884.886,105317.348,112120.122,114504.112,109249.98,109137.16,136983.536,167738.66,169030.36,168078.098,184968.77
1000429,110015096484,Pennsauken Sanitary Landfill,PENNSAUKEN,NJ,08110,9600 RIVER ROAD,CAMDEN COUNTY,39.99,-75.04,562212,"C,HH",Waste,65833.55,72537.45,74522.95,77347,75238.6,72128.95,74329.05,67464.05,68147,66196.6,66739.75
1003637,110064081112,"Pennsylvania Grain Processing, LLC",Clearfield,PA,16830,250 Technology Drive,CLEARFIELD COUNTY,41.03,-78.43,325193,"C,II","Other,Waste",162552.488,157310.208,158602.45,166651.766,171586.052,174451.436,173227.736,172963.938,148935.634,51208.106,
1000151,110017994376,Peno Creek Energy Center,BOWLING GREEN,MO,63334,16303 PIKE 43,Pike,39.35,-91.23,221112,D,Power Plants,20357.776,14183.048,38203.808,55177.844,33157.576,46527.328,34364.276,31994.932,23810.908,48927.968,59018.732
1005560,110043793856,Pentagon,Washington DC,DC,20301,1155 Defense Pentagon,DISTRICT OF COLUMBIA,38.89,-77.01,928110,C,Other,,,,,,,,,,,22357.978
1014374,,Peoples/IMG - Pittsburgh International Airport Electric Generating Station,Moon Township,PA,15108,500 Tower Road,,40.50,-80.23,221112,C,Power Plants,31792.98,,,,,,,,,,
1009512,110064121114,Perdue Georgetown Processing Plant,Georgetown,DE,19947,20621 Savannah Road,SUSSEX COUNTY,38.70,-75.38,311615,"C,II","Other,Waste",36004.722,32748.168,25244.466,53096.866,61743.912,61862.624,66584.376,59298.176,56701.724,58436.53,52994.762
1013786,110070931020,Peregrine Gas Plant,Orla,TX,79770,14912 FM 652,REEVES COUNTY,31.83,-103.91,211130,"C,W-PROC",Petroleum and Natural Gas Systems,38894.95577,26921.79136,,,,,,,,,
1004473,110043793865,Perkins,Stillwater,OK,74075,2417 North Marine Drive,PAYNE,35.95,-97.07,562212,HH,Waste,,,,,20623.25,21422,22251.75,23113.75,24010,29926.51415,31085.60498
1001941,110043784857,Perla-Duke Compressor Station,Gillette,WY,82716,,Johnson,43.94,-106.07,211111,C,Petroleum and Natural Gas Systems,,,,,,,8869.816,11642.656,21586.668,28207.544,27941.896
1007155,110061531542,Permian Basin,MONAHANS,TX,79756,600 NORTH YUCCA DR,Ward,31.58,-102.96,221112,C,Power Plants,53593.88,243930.484,482967.782,50352.644,25022.256,12082.882,6137.126,67676.224,156073.672,407522.028,312224.996
1000644,110000499559,Perryman,PERRYMAN,MD,21130,900 CHELSEA ROAD,Harford,39.44,-76.22,221112,D,Power Plants,144431.93,127788.07,123491.898,179891.37,140065.194,340704.144,247921.04,91278.448,66628.352,68981.958,53936.24
1003298,,Perryville Compressor Station,Bastrop,LA,71220,2589 Highway 554,,32.84,-91.87,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,,,,,,,18537.852,16262.856,18449.998,18707.796,23602.626
1007305,110012217975,Perryville Power Station,STERLINGTON,LA,71280,11140 HWY 165 N,Ouachita,32.69,-92.02,221112,"C,D",Power Plants,870167.124,1240429.304,1128322.268,1491196.172,744402.84,1247423.876,1459173.992,1298534.588,682375.82,1034280.568,802943.124
1006782,110071162111,Perulack,East Waterford,PA,17021,3318 Pumping Station Rd.,JUNIATA COUNTY,40.35,-77.65,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,80206.09,93110.086,95096.85,107158.94,106014.266,97118.708,99846.492,90301.406,95445.22,82773.504,118457.884
1009496,110070595655,Pet Coke/Coal Fired Energy Generating Facility,Point Comfort,TX,77978,988 FM1593 South,CALHOUN COUNTY,28.67,-96.57,221112,C,Power Plants,829166.828,511824.924,683168.428,731249.096,400239.644,450212.504,445920.42,514212.664,993573.832,1563096.55,1428271.822
1004764,110000751909,Petal Gas Storage Compressor Station,Petal,MS,39465,1382 Highway 11 North,FORREST COUNTY,31.38,-89.26,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,73778.36,133941.212,245652.866,257405.764,220666.418,195483.608,47525.104,76708.262,93219.878,47839.332,53405.964
1001536,110037247912,Petersburg,PETERSBURG,IN,47567,6925 NORTH STATE ROAD 57,Pike,38.53,-87.25,221112,D,Power Plants,8392006.296,6581019.162,9081254.488,9291274.428,9921507.23,9783228.6,9323856.016,11087945.75,10195058.31,9357153.834,9760887.962
1003045,110000878998,Petro-Hunt L.L.C.,Killdeer,ND,58640,813 123rd Avenue SW,BILLINGS COUNTY,47.30,-103.10,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",29687.254,32683.338,32890.294,30844.25,28471.808,33606.694,34418.296,33793.844,37042.34,39839.744,40411.162
1006941,110000315891,Pfizer,GROTON,CT,06340,445 EASTERN POINT ROAD,New London,41.33,-72.08,541714,C,Other,90887.676,97468.636,97111.87,93305.768,90506.898,98115.16,101483.39,78982.038,85677.922,99154.82,115698.386
1004343,110000309648,Pfizer,ANDOVER,MA,01810,1 BURTT RD.,ESSEX COUNTY,42.61,-71.17,325414,C,Chemicals,47871.52,46353.776,45351.828,46174.176,45809.076,44927.78,47848.928,45506.728,47149.972,48787.366,51989.608
1007726,110028043980,Pheasant Run Recycling and Disposal Facility,Bristol,WI,53104,19414 60th Street,KENOSHA COUNTY,42.58,-88.04,562212,"C,HH",Waste,23687.614,25745.912,29088.186,29272.416,32834.114,37828.35,38174.56,39579.018,40864.322,56900.9986,76789.68232
1000969,110015743846,Phil Sporn,New Haven,WV,25265,3567 Graham Station Rd,Mason,38.97,-81.92,221112,"C,D",Power Plants,,,,,,,557803.198,1343257.494,1082336.396,993472.658,1424600.574
1001261,110000336994,Philadelphia Refinery,PHILADELPHIA,PA,19145,3144 PASSYUNK AVENUE,Philadelphia,39.91,-75.21,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",56661.878,127288.956,1447114.834,3212084.242,3218080.066,3216284.214,3110036.696,2942346.856,2886024.05,2994213.464,2749813.578
1003707,110070746904,Philip Morris USA,Richmond,VA,23234,3601 Commerce Road,RICHMOND CITY,37.47,-77.43,312230,C,Other,39171.7,38794.102,41299.092,42739.388,42995.788,47214.772,46215.828,58271.576,76023.926,74064.534,75280.77
1004305,110041133163,Phillips 66 BAYWAY REFINERY,LINDEN,NJ,07036,1400 PARK AVE,UNION COUNTY,40.64,-74.22,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",2541208.494,2165204.088,2485972.1,2141599.84,2601904.532,2683509.65,2605821.378,2542665.04,2237006.974,2399929.27,2481990.58
1001964,110038102969,Phillips 66 Los Angeles Refinery - Carson Plant,CARSON,CA,90745,1520 EAST SEPULVEDA BOULEVARD,LOS ANGELES COUNTY,33.80,-118.24,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",938378.42,831184.604,887959.764,921472.998,918076.212,891210.4,913703.148,876733.468,834467.53,752337.22,763154.744
1006843,110000476235,Phillips 66 Los Angeles Refinery - Wilmington Plant,WILMINGTON,CA,90744,1660 WEST ANAHEIM STREET,LOS ANGELES COUNTY,33.77,-118.29,324110,"C,P,PP,Y","Chemicals,Refineries,Suppliers of CO2",1580205.138,1607866.462,1792021.334,1914273.372,1899848.614,1870360.302,1909865.084,1905144.858,2012444.95,1790791.48,1903921.66
1012469,,Phillips 66 Old Ocean NGL Fractionation Plant,Old Ocean,TX,77463,8189 Old FM524 (not a mailing address),,29.07,-95.75,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",286549.322,129705.774,67999.618,61838.626,51574.956,43348.506,,,,,
1001920,110015682830,Phillips 66 Ponca City Refinery,Ponca City,OK,74601,1000 South Pine,KAY COUNTY,36.68,-97.09,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",1826825.072,1785331.932,1954125.654,2018932.818,1995828.644,2127502.662,1839018.918,2117326.97,2225901.896,2021000.48,1737508.374
1003932,110043788577,Phillips Mountain CPF-1,Cleveland,AR,72030,3774 Hwy 287,CONWAY,35.37,-92.71,213112,C,Petroleum and Natural Gas Systems,,,,,,,26291.152,26334.6,33884.78,50832.808,35816.016
1008064,110054621183,Phillips Mountain CPF-2,Cleveland,AR,72030,3649 Highway 124,CONWAY,35.41,-92.67,213112,C,Petroleum and Natural Gas Systems,,,,,,,23155.012,24677.608,22441.32,24444.508,26099.252
1007196,110042076892,Phoenix Paper Wickliffe LLC,Wickliffe,KY,42087,1724 Ft Jefferson Hill Rd,Ballard,36.95,-89.08,322110,"AA,C,PP,TT","Pulp and Paper,Suppliers of CO2,Waste",182888.852,201253.638,89504.206,35319.75,37151,49735.258,148496.802,162678.25,172809.328,198430.3,179850.57
1000783,110005792482,Pickles Butte Sanitary Landfill,Nampa,ID,83686,15500 Missouri Ave,CANYON COUNTY,43.49,-116.70,562212,HH,Waste,121155.5,114682.75,108687.5,102813.5,97603,92777.25,88650.75,84613.25,81136.25,77877.5,74799.75
1000846,110000382069,Picway,LOCKBOURNE,OH,43137,US 23,Pickaway,39.79,-83.01,221112,D,Power Plants,,,,,,,0,0,70688.592,4972.984,89194.606
1008065,110054621192,Pike CPF-1,Hattieville,AR,72063,3044 Hwy. 287,CONWAY,35.33,-92.68,213112,C,Petroleum and Natural Gas Systems,,,,,,,50216.46,39176.152,28186.75,30799.884,29094.64
1004347,110063275888,Pike Co. Landfill,Varney,KY,41571,635 Ford Mountian Road,PIKE COUNTY,37.57,-82.45,562212,HH,Waste,46854.75,45831.5,43939.25,44600.75,50654.25,38565.25,35884,42381,42406.25,23729,36708.25
